lat,lon
-19.0123337109206,14.5047973632813
-19.0045432731145,14.5157836914063
-18.9941554551957,14.5212768554688
-18.9811697711501,14.5212768554688
-18.9681830747122,14.5240234375
-18.9603905711458,14.5322631835938
-18.952597703457,14.5432495117188
-18.952597703457,14.556982421875
-18.952597703457,14.5707153320313
-18.952597703457,14.5844482421875
-18.9603905711458,14.5954345703125
-18.9655856139893,14.58994140625
-18.9707804949629,14.578955078125
-18.9785725128351,14.56796875
-18.9915583994062,14.5652221679688
-19.0045432731145,14.5652221679688
-19.0175271333719,14.5652221679688
-19.0279134914985,14.5734619140625
-19.0305099795911,14.5871948242188
-19.0331064270986,14.600927734375
-19.0331064270986,14.6146606445313
-19.0331064270986,14.6283935546875
-19.0305099795911,14.6421264648438
-19.0201237837576,14.6503662109375
-19.0123337109206,14.6613525390625
-19.0071401262608,14.6723388671875
-18.996752470466,14.6833251953125
-18.9889613031022,14.6943115234375
-18.9759752140291,14.6970581054688
-18.9681830747122,14.7052978515625
-18.9629881127989,14.7162841796875
-18.9629881127989,14.7300170898438
-18.9629881127989,14.74375
-18.9629881127989,14.7574829101563
-18.9629881127989,14.7712158203125
-18.9603905711458,14.7849487304688
-18.9551953664701,14.7959350585938
-18.9551953664701,14.80966796875
-18.95,14.820654296875
-18.9422066470126,14.831640625
-18.9292169169283,14.8343872070313
-18.9162261768064,14.8343872070313
-18.9032344272362,14.8343872070313
-18.8902416688074,14.8343872070313
-18.8824455297432,14.8234008789063
-18.8772479021096,14.8124145507813
-18.8772479021096,14.798681640625
-18.8772479021096,14.7849487304688
-18.8772479021096,14.7712158203125
-18.8772479021096,14.7574829101563
-18.8772479021096,14.7492431640625
-18.8746490278297,14.7355102539063
-18.8746490278297,14.72177734375
-18.8746490278297,14.7080444335938
-18.8798467360823,14.6970581054688
-18.8902416688074,14.6860717773438
-18.8902416688074,14.6723388671875
-18.8980374448947,14.6613525390625
-18.9084312481604,14.6531127929688
-18.9032344272362,14.6421264648438
-18.8954388932042,14.6311401367188
-18.8824455297432,14.6311401367188
-18.8694511583674,14.6311401367188
-18.8564557796669,14.6311401367188
-18.8434593942324,14.6283935546875
-18.8304620026545,14.6311401367188
-18.8174636055242,14.6311401367188
-18.8044642034328,14.6311401367188
-18.7940639585852,14.6256469726563
-18.783663071244,14.6146606445313
-18.7706610590227,14.6119140625
-18.7576580439708,14.6119140625
-18.7446540266808,14.6119140625
-18.7342500916357,14.6064208984375
-18.7238455158411,14.5981811523438
-18.7134402996006,14.58994140625
-18.7004328791358,14.58994140625
-18.6926279469972,14.578955078125
-18.6796189274119,14.578955078125
-18.6666089091482,14.578955078125
-18.6535978928004,14.578955078125
-18.643188361501,14.5707153320313
-18.635380794264,14.5707153320313
-18.6223673849401,14.5707153320313
-18.609352979554,14.5707153320313
-18.5963375787013,14.5707153320313
-18.5885278606133,14.5597290039063
-18.5807177845004,14.56796875
-18.5755108682526,14.578955078125
-18.5755108682526,14.5926879882813
-18.5677001957174,14.6036743164063
-18.5546816133742,14.6064208984375
-18.5416620380672,14.6064208984375
-18.5312456632885,14.6119140625
-18.5182243021502,14.6146606445313
-18.5104110096084,14.622900390625
-18.5025973603303,14.63388671875
-18.4999927313185,14.6476196289063
-18.4921786065925,14.655859375
-18.479154273368,14.6586059570313
-18.4661289506434,14.6586059570313
-18.4531026390167,14.6586059570313
-18.4452863776165,14.6476196289063
-18.4322584849909,14.6476196289063
-18.4244412754512,14.6586059570313
-18.4218354599726,14.6695922851563
-18.4192296050193,14.6833251953125
-18.4088057905554,14.6915649414063
-18.4009875154582,14.7025512695313
-18.3879562683003,14.7052978515625
-18.3749240358337,14.7052978515625
-18.3618908186583,14.7052978515625
-18.3488566173741,14.7052978515625
-18.3384285481918,14.6998046875
-18.3253925770246,14.6998046875
-18.31235562343,14.6998046875
-18.3019253536105,14.7052978515625
-18.2888866331613,14.7052978515625
-18.275846931968,14.7052978515625
-18.2628062506324,14.7052978515625
-18.2497645897564,14.7052978515625
-18.2393305561912,14.6998046875
-18.2315046200487,14.710791015625
-18.2210694908149,14.7190307617188
-18.2106337359089,14.7245239257813
-18.1975881628955,14.7245239257813
-18.1845416133549,14.72177734375
-18.1741036710285,14.7272705078125
-18.1688844657402,14.7382568359375
-18.1688844657402,14.7519897460938
-18.1714940878908,14.76572265625
-18.1714940878908,14.7794555664063
-18.1714940878908,14.7931884765625
-18.1662748045817,14.8069213867188
-18.1532259138386,14.80966796875
-18.140176048621,14.80966796875
-18.1297354552314,14.8151611328125
-18.1166838374827,14.8151611328125
-18.103631246952,14.8151611328125
-18.0905776842444,14.8151611328125
-18.077523149965,14.8151611328125
-18.0644676447192,14.8151611328125
-18.0540225418338,14.8069213867188
-18.0540225418338,14.820654296875
-18.0540225418338,14.8343872070313
-18.0540225418338,14.8481201171875
-18.059245170886,14.8563598632813
-18.0723010643487,14.8563598632813
-18.0853559870873,14.8563598632813
-18.0984099384963,14.8563598632813
